,Job_Title,Queried_Salary,Job_Type,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Company_Revenue,Company_Employees,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
2457,"Senior Data Scientist, Machine Learning",>160000,data_scientist,"['TensorFlow', 'JavaScript', 'Machine Learning', 'R', 'Scala', 'SQL', 'Node.js', 'PostgreSQL', 'Python']",Payette Group,,,25.0,,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,CIB Data Analytics - Machine Learning Program Strategy Execu...,>160000,data_scientist,"['Big Data', 'Natural Language Processing', 'Hive', 'Spark', 'Machine Learning', 'Hadoop', 'SDLC', 'SQL']",JPMorgan Chase,21159.0,3.9000000953674316,30.0,More than $10B (USD),10000+,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2459,Machine Learning Director - CitiRisk,>160000,data_scientist,"['AI', 'PaaS', 'Machine Learning']",Citi,14629.0,3.9000000953674316,21.0,More than $10B (USD),10000+,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2460,Machine Learning Architect,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'Data Mining', 'Spark', 'Machine Learning', 'Kubernetes', 'Hadoop', 'Python', 'AWS']","NetBrain Technologies, Inc.",11.0,2.5,30.0,Less than $1B (USD),Less than 10000,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2461,Manager of Machine Learning - Prod Ops,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'Big Data', 'Git', 'Shell Scripting', 'MATLAB', 'Python', 'Elasticsearch']",Wayfair,397.0,3.4000000953674316,30.0,$1B to $5B (USD),Less than 10000,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2462,Principal Product Manager (Data/Machine Learning),>160000,data_scientist,"['Machine Learning', 'Azure', 'Remote Access Software', 'SaaS', 'AWS']",LogMeIn,45.0,3.700000047683716,30.0,,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,Head of Machine Learning,>160000,data_scientist,"['Machine Learning', 'R', 'Leadership Experience', 'Python']",Harnham,6.0,4.800000190734863,30.0,,Less than 10000,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2464,Principal Artificial Intelligence/Machine Learning Scientist...,>160000,data_scientist,"['AI', 'Project Leadership', 'Machine Learning', 'Project Management', 'Big Data', 'Leadership Experience', 'Data Science']",Signify,151.0,3.799999952316284,11.0,$5B to $10B (USD),10000+,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2465,"VP AI Partnerships (Chief Commercial Officer, Science)",>160000,data_scientist,['Leadership Experience'],AIG,2807.0,3.799999952316284,30.0,More than $10B (USD),10000+,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2466,Subject Matter Expert Data Scientist,>160000,data_scientist,['TS/SCI Clearance'],Dice,,,12.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2467,"Software Development Manager, Machine Learning",>160000,data_scientist,"['Node.js', 'Machine Learning', 'Software Development', 'AWS']",Lab126,,,30.0,,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,"Director of Machine Learning (NLP, Python, NLTK, Spark)",>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'Natural Language Processing', 'Python', 'Elasticsearch']",Jobspring Partners,31.0,3.700000047683716,30.0,,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2469,"Software Development Manager, Machine Learning",>160000,data_scientist,"['Node.js', 'Machine Learning', 'Software Development', 'AWS']",Lab126,,,30.0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2470,Senior Data Scientist - SaaS-based B2B Marketing Technology,>160000,data_scientist,"['AI', 'Machine Learning', 'Hadoop', 'SAP', 'SQL', 'Natural Language Processing', 'Spark', 'NoSQL']",Redfish Technology - High Tech Executive Recruiters,,,30.0,,,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,Machine Learning NLP/ Computer Vision Research Scientist / P...,>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'Azure', 'C/C++', 'Natural Language Processing', 'MATLAB', 'AI', 'Hadoop', 'Scala', 'Image Processing', 'Java', 'NIST', 'Spark', 'Git', 'Python', 'AWS']",Moody's Corporation,284.0,3.799999952316284,30.0,$1B to $5B (USD),Less than 10000,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2472,Machine Learning Lead,>160000,data_scientist,"['Natural Language Processing', 'Machine Learning', 'R', 'Python', 'Data Science']",Darwin Recruitment,,,30.0,,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2473,Senior Technical Lead - NSX - Machine Learning / Data Scienc...,>160000,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Project Management', 'C/C++', 'SQL', 'Java', 'NoSQL', 'OOP', 'Python']",VMware,649.0,4.0,30.0,$5B to $10B (USD),10000+,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2474,Solution Principal - Machine Learning - Information Manageme...,>160000,data_scientist,"['JavaScript', 'Machine Learning', 'Go', 'Azure', 'Google Cloud Platform', 'R', 'SQL', 'Java', '.Net', 'C#', 'Data Science', 'Python', 'AWS']",Slalom Consulting,52.0,3.700000047683716,29.0,,,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2475,Machine Learning Platform Architect,>160000,data_scientist,"['Java', 'Linux', 'AI', 'Machine Learning', 'Hadoop', 'Scala', 'Python', 'C/C++', 'HBase']",3coast,2.0,4.5,30.0,,,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2476,Solution Principal - Machine Learning - Information Manageme...,>160000,data_scientist,"['JavaScript', 'Machine Learning', 'Go', 'Azure', 'Google Cloud Platform', 'R', 'SQL', 'Java', '.Net', 'C#', 'Data Science', 'Python', 'AWS']",Slalom Consulting,52.0,3.700000047683716,30.0,,,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2477,Senior Machine Learning Manager,>160000,data_scientist,"['Machine Learning', 'R', 'JSON', 'SQL', 'Software Development', 'GPEN', 'Leadership Experience', 'Information Security', 'Malware Analysis', 'Scripting', 'Kafka', 'Oracle', 'Management Experience', 'CI/CD', 'CEH', 'Java', 'CISSP', 'Shell Scripting', 'Python']",Oracle,4361.0,3.9000000953674316,30.0,More than $10B (USD),10000+,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2478,Artificial Intelligence and Analytics Delivery Manager,>160000,data_scientist,"['Business Intelligence', 'Machine Learning', 'OBIEE', 'Project Management', 'Hadoop', 'R', 'SAS', 'Tableau']",Accenture,14987.0,4.0,30.0,More than $10B (USD),10000+,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2479,Data Scientist Spine N902,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'Scala', 'Azure', 'DynamoDB', 'SQL', 'Big Data', 'Natural Language Processing', 'Spark', 'Redis', 'NoSQL', 'Data Science', 'Python']",Publicis Spine,,,1.0,,,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,Data Scientist,>160000,data_scientist,"['TensorFlow', 'AI', 'Ruby', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scala', 'R', 'SQL', 'Java', 'Big Data', 'Predictive Analytics', 'MongoDB', 'Spark', 'NoSQL', 'Python', 'AWS']",,,,,,,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2481,Machine Learning/Data Scientist,>160000,data_scientist,"['AI', 'Machine Learning', 'SQL', 'Software Development', 'Python']",Gradient.io,,,13.0,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2482,Data Scientist,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'Scripting', 'Hadoop', 'R', 'Perl', 'Statisical Analysis', 'SQL', 'Java', 'Natural Language Processing', 'MySQL', 'Spark', 'Python']",,,,,,,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,Data Scientist,>160000,data_scientist,"['Linux', 'Data Mining', 'Ruby', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Scala', 'SAS', 'Sentiment Analytics', 'Tableau', 'Java', 'Natural Language Processing', 'Spark', 'QlikView', 'MATLAB', 'Python']",aThingz,,,14.0,,,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2484,Data Scientist,>160000,data_scientist,"['Java', 'TensorFlow', 'AI', 'Spark', 'Machine Learning', 'Scala', 'Data Science', 'Python']","ShareThis, Inc",,,7.0,,,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,Data Scientist,>160000,data_scientist,"['AI', 'Spark', 'Machine Learning', 'R', 'Scala', 'Kafka', 'Python', 'SQL']",Roku,11.0,3.5,12.0,,Less than 10000,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2486,Data Scientist,>160000,data_scientist,"['Spark', 'Machine Learning', 'Hadoop', 'R', 'Python', 'SQL']",Datadog,7.0,3.299999952316284,16.0,,,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,Data Scientist,>160000,data_scientist,"['Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'Statisical Analysis', 'S3', 'Spark', 'Python', 'Data Science']",,,,,,,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,Customer Facing Data Scientist,>160000,data_scientist,"['Big Data', 'Machine Learning', 'Hadoop', 'Python']",DataRobot,2.0,5.0,30.0,,,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,Senior Data Scientist,>160000,data_scientist,"['Machine Learning', 'Python', 'SQL']",Octane Lending,,,26.0,,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,Data Scientist - REMOTE,>160000,data_scientist,"['Java', 'Pig', 'Natural Language Processing', 'Hive', 'Machine Learning', 'SPSS', 'Hadoop', 'SAS', 'C/C++', 'SQL', 'AWS']",PTP,12.0,3.700000047683716,30.0,,,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,Data Scientist,>160000,data_scientist,"['Hive', 'Hadoop', 'Scala', 'R', 'DynamoDB', 'Java', 'S3', 'Spark', 'Software Development', 'Shell Scripting', 'Python', 'AWS']",Juvo,,,30.0,,,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,Sr Data Scientist,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'Tableau', 'Natural Language Processing', 'Spark', 'NoSQL', 'Python']",Blume Global,,,1.0,,,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,Data Scientist,>160000,data_scientist,"['Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'HBase', 'MATLAB', 'Python']",Integral Ad Science,9.0,4.099999904632568,30.0,,,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,Senior Data Scientist,>160000,data_scientist,"['Pig', 'AI', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Scala', 'Sentiment Analytics', 'Big Data', 'Java', 'Python']",,,,,,,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2495,Big Data Scientist,>160000,data_scientist,"['Predictive Analytics', 'Hive', 'MongoDB', 'Hadoop', 'R', 'HBase']",,,,,,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,Principal Data Scientist,>160000,data_scientist,"['Java', 'TensorFlow', 'AI', 'Spark', 'Machine Learning', 'Scala', 'Data Science', 'Python']","ShareThis, Inc",,,7.0,,,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,Principal Data Scientist,>160000,data_scientist,"['Java', 'Troubleshooting', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Weka', 'Scala', 'Python', 'SQL']",securonix,6.0,1.7000000476837158,30.0,,,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,Bioinformatics & Data Scientist,>160000,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Bioinformatics', 'SQL', 'Java', 'Angular', 'Kanban', 'Next Generation Sequencing', 'Docker', 'Data Analysis', 'NoSQL', 'MATLAB', 'Python', 'Elasticsearch', 'AWS']",,,,,,,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,Senior Data Scientist,>160000,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Scripting', 'Hadoop', 'R', 'Scala', 'Spark', 'Shell Scripting', 'MATLAB', 'Python', 'AWS']",FireEye,70.0,3.700000047683716,3.0,,Less than 10000,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2500,Sr. Data Scientist,>160000,data_scientist,"['TensorFlow', 'Spark', 'Machine Learning', 'Kafka']",Plume,2.0,4.0,30.0,,,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,Senior Data Scientist,>160000,data_scientist,"['R', 'Python']",Cogitativo,,,30.0,,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,Principal Data Scientist (Boston),>160000,data_scientist,"['Machine Learning', 'Data Analysis', 'Project Management', 'R', 'Scala', 'Leadership Experience', 'Python']",QuantumBlack,,,30.0,,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2503,Senior Data Scientist,>160000,data_scientist,"['Machine Learning', 'Google Cloud Platform', 'Python']",,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2504,Senior Data Scientist,>160000,data_scientist,"['Hive', 'Hadoop', 'Scala', 'R', 'DynamoDB', 'Java', 'S3', 'Spark', 'Software Development', 'Shell Scripting', 'Python', 'AWS']",Juvo,,,30.0,,,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,"Senior Data Scientist, Games Economy Optimization",>160000,data_scientist,"['TensorFlow', 'Unity', 'Spark', 'Machine Learning', 'Design Experience', 'Scala', 'Python']",Unity Technologies,13.0,4.099999904632568,14.0,,Less than 10000,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,Data Scientist,>160000,data_scientist,"['Linux', 'Machine Learning', 'Hadoop', 'R', 'Oracle', 'Python']",ACS,4497.0,3.4000000953674316,30.0,,,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2507,Senior Data Scientist,>160000,data_scientist,"['Hive', 'Machine Learning', 'R', 'C/C++', 'SQL', 'SPARQL', 'Data Mining', 'Hadoop', 'Scala', 'Java', 'MongoDB', 'Spark', 'Python']",Socure,,,30.0,,,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,Data Scientist (FinTech) - $150k - $200k,>160000,data_scientist,"['AI', 'Machine Learning', 'Java', 'Natural Language Processing', 'OOP', 'Python']",Averity,,,8.0,,,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,Quantitative Analysis and Machine Learning,>160000,data_scientist,['Machine Learning'],,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,Lead Data Scientist,>160000,data_scientist,"['Natural Language Processing', 'Machine Learning', 'R', 'Python', 'SQL']",,,,,,,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,Data Scientist - (Active) TS/SCI w/Poly,>160000,data_scientist,"['Data Mining', 'TS/SCI Clearance', 'Machine Learning', 'Project Management', 'Tableau', 'Analysis Skills', 'GIS', 'Data Science', 'AWS']",TWINN INTELLIGENCE GROUP,,,13.0,,,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,Chief Data Scientist,>160000,data_scientist,"['AI', 'CI', 'GIS']",Prognos,3.0,3.700000047683716,20.0,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,Senior Data Scientist,>160000,data_scientist,"['Machine Learning', 'Signal Processing']",Darwin Recruitment,,,30.0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2514,Data Scientist / Signal Researcher,>160000,data_scientist,"['Java', 'Spark', 'Identity And Access Management', 'Scala', 'MATLAB', 'Python', 'C/C++', 'AWS']","The Hagan-Ricci Group, Inc.",,,5.0,,,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,Senior Data Scientist - Pre-Sales,>160000,data_scientist,"['Time Management', 'Machine Learning', 'Microsoft Powerpoint', 'Hadoop', 'Scala', 'C/C++', 'SQL', 'NoSQL', 'Data Science', 'Python']",Trace3,8.0,3.4000000953674316,30.0,,,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,Lead Data Scientist,>160000,data_scientist,"['Machine Learning', 'R', 'Python']",Daley and Associates,9.0,4.199999809265137,2.0,,Less than 10000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2517,Sr. Data Scientist - Life Sciences,>160000,data_scientist,"['Machine Learning', 'Clinical Research', 'Project Management', 'Google Cloud Platform', 'R', 'SQL', 'Clinical Trials', 'Natural Language Processing', 'Data Warehouse', 'Data Analysis', 'Python', 'AWS']",Health Catalyst,13.0,4.699999809265137,30.0,,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2518,Data Scientist- TA0R046,>160000,data_scientist,"['Data Mining', 'Selenium', 'Test Automation', 'Machine Learning', 'Software Testing', 'R', 'SAS', 'TestNG', 'SQL', 'Tableau', 'Java', '.Net', 'Spark', 'C#', 'Python', 'Jenkins']",AltaSource Group,,,30.0,,,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2519,Data Scientist (Senior-VP),>160000,data_scientist,"['Machine Learning', 'Python']",Averity,,,30.0,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,Sr. Data Scientist,>160000,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'R', 'Apache', 'Spark', 'MATLAB', 'Python']",CRB Workforce LLC,,,13.0,,,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,Lead Data Scientist,>160000,data_scientist,"['Natural Language Processing', 'Machine Learning', 'R', 'SAS', 'Python']",,,,,,,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,Data Scientist,>160000,data_scientist,"['Firewall', 'Machine Learning', 'Red Hat Enterprise Linux', 'Azure', 'LDAP', 'Splunk', 'Node.js', 'Confluence', 'S3', 'Jira', 'IIS', 'Tomcat', 'TS/SCI Clearance', 'JBoss', 'VMWare', 'CI/CD', 'Active Directory', 'Shell Scripting', 'AWS', 'TensorFlow']","Invictus International Consulting, LLC",,,4.0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2523,Mortgage Quant Data Scientist,>160000,data_scientist,"['Machine Learning', 'Python', 'C/C++']","Integrated Management Resources, LLC",,,30.0,,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,"Research Scientist, Machine Learning",>160000,data_scientist,"['AI', 'Machine Learning', 'Project Management', 'Image Processing', 'C/C++', 'Git', 'Jira', 'SVN']",Pilot AI,,,21.0,,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,Senior Data Scientist (Media),>160000,data_scientist,"['Machine Learning', 'Marketing']",Averity,,,25.0,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,Data Scientist (Financial Services),>160000,data_scientist,"['Machine Learning', 'Python']",Averity,,,30.0,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,Senior Data Scientist for Technology Startup ($200K),>160000,data_scientist,"['Spark', 'Machine Learning', 'Python', 'AWS']",Averity,,,30.0,,,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,Director – Data Scientist,>160000,data_scientist,"['Pig', 'TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'Teradata', 'Big Data', 'Microsoft Word', 'Spark', 'Python']",Analytic Recruiting,2.0,4.0,29.0,,,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2529,"Director, Machine Learning (67810)",>160000,data_scientist,"['AI', 'FPGA', 'Machine Learning']","Advanced Micro Devices, Inc.",401.0,3.799999952316284,30.0,$5B to $10B (USD),Less than 10000,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2530,Head of Machine Learning with HIGH GROWTH STARTUP,>160000,data_scientist,"['JavaScript', 'R', 'MATLAB', 'Python', 'C/C++']",,,,,,,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,Head of Machine Learning with HIGH GROWTH STARTUP,>160000,data_scientist,"['JavaScript', 'R', 'MATLAB', 'Python', 'C/C++']",,,,,,,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,Head of Machine Learning with HIGH GROWTH STARTUP,>160000,data_scientist,"['JavaScript', 'R', 'MATLAB', 'Python', 'C/C++']",,,,,,,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,Head of Machine Learning with HIGH GROWTH STARTUP,>160000,data_scientist,"['JavaScript', 'R', 'MATLAB', 'Python', 'C/C++']",,,,,,,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2534,Machine Learning Research Scientist,>160000,data_scientist,['Machine Learning'],Great Bay Staffing Group,,,30.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2535,Head of Machine Learning with HIGH GROWTH STARTUP,>160000,data_scientist,"['JavaScript', 'R', 'MATLAB', 'Python', 'C/C++']",,,,,,,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,Machine Learning/ AI Software Jedi Needed,>160000,data_scientist,"['TensorFlow', 'Akka', 'Linux', 'Hive', 'Machine Learning', 'Azure', 'C/C++', 'SQL', 'Design Experience', 'AI', 'Design Patterns', 'Hadoop', 'Scala', 'Kafka', 'Image Processing', 'Java', 'Spark', 'Data Warehouse', 'Git', 'REST']",,,,,,,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,Director of Machine Learning,>160000,data_scientist,"['Natural Language Processing', 'Machine Learning', 'Management Experience']",,,,,,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,Machine Learning SW Program Manager - 69809,>160000,data_scientist,"['PMP', 'Machine Learning', ' Project / Program Management', 'Management Experience']","Advanced Micro Devices, Inc.",401.0,3.799999952316284,27.0,$5B to $10B (USD),Less than 10000,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2539,Senior NLP / Machine Learning Developer,>160000,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'Oracle', 'SQL', 'Natural Language Processing', 'Spark', 'Data Analysis', 'Python']",,,,,,,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2540,ISV Technology Director - AI and ML - 67511,>160000,data_scientist,"['TensorFlow', 'AI', 'Ruby', 'Machine Learning', 'VMWare', 'Scripting', 'Perl', 'C/C++', 'Software Development', 'Shell Scripting', 'GIS', 'Python']","Advanced Micro Devices, Inc.",401.0,3.799999952316284,30.0,$5B to $10B (USD),Less than 10000,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2541,Data Scientist - Decision Science Products,>160000,data_scientist,"['Machine Learning', 'Python', 'SQL']",Lyft,1626.0,3.700000047683716,9.0,,Less than 10000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2542,ISV Technology Director - AI and ML - 67453,>160000,data_scientist,"['TensorFlow', 'AI', 'Ruby', 'Machine Learning', 'VMWare', 'Scripting', 'Perl', 'C/C++', 'Software Development', 'Shell Scripting', 'GIS', 'Python']","Advanced Micro Devices, Inc.",401.0,3.799999952316284,30.0,$5B to $10B (USD),Less than 10000,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2543,Data Analyst,<80000,data_analyst,['Tableau'],Ace Technologies,16.0,4.099999904632568,1.0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
