,Job_Title,Queried_Salary,Job_Type,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Company_Revenue,Company_Employees,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
1675,Senior Data Scientist,120000-139999,data_scientist,"['Data Management', 'R', 'C/C++', 'SQL', 'C#', 'MATLAB', 'AI', 'Data Mining', 'Scala', 'HBase', 'Tableau', 'Java', '.Net', 'MongoDB', 'NoSQL', 'Shell Scripting', 'Python']",Invesco,288.0,4.0,30.0,$1B to $5B (USD),Less than 10000,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1676,"Senior Data Scientist, Security",120000-139999,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'Go', 'R', 'Google Cloud Platform', 'Natural Language Processing', 'Python']",Zscaler,16.0,4.099999904632568,29.0,,Less than 10000,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1677,"Data Scientist, Senior",120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'SAS', 'C/C++', 'Tableau', 'Splunk', 'Java', 'Big Data', 'Spark', 'Docker', 'Python', 'AWS']",Booz Allen Hamilton,1733.0,3.9000000953674316,30.0,$5B to $10B (USD),10000+,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1678,Assoc. Director Artificial Intelligence and Machine Learning,120000-139999,data_scientist,,"Gartner, Inc.",307.0,3.799999952316284,1.0,$1B to $5B (USD),Less than 10000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1679,Lead Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'AI', 'Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'Java', '.Net', 'Natural Language Processing', 'Python']",American Institutes for Research,169.0,3.799999952316284,30.0,,,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1680,Sr Data Scientist – Operations Research,120000-139999,data_scientist,"['Java', '.Net', 'C#', 'Software Development', 'Network', 'OOP', 'C/C++']",GE Careers,4683.0,4.0,30.0,More than $10B (USD),10000+,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1681,"Senior Data Scientist, Customer Analytics",120000-139999,data_scientist,"['Machine Learning', 'R', 'Marketing', 'Digital Marketing', 'Python', 'SQL']",Funding Circle US,,,30.0,,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,"Data Scientist, Marketing Effectiveness",120000-139999,data_scientist,"['Marketing', 'R', 'Python', 'SQL', 'Attribution Modeling']",Harnham,6.0,4.800000190734863,30.0,,Less than 10000,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1683,Senior Data Scientist (Machine Learning),120000-139999,data_scientist,"['Data Mining', 'Machine Learning', 'Hadoop', 'Scala', 'SQL', 'Java', 'Big Data', 'Spark', 'Telecommunication', 'NoSQL', 'Python', 'AWS']",First Orion,,,30.0,,,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1684,Data Scientist/Data Auditor,120000-139999,data_scientist,"['TS/SCI Clearance', 'Tableau', 'Splunk', 'Docker']",Booz Allen Hamilton,1733.0,3.9000000953674316,30.0,$5B to $10B (USD),10000+,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1685,Data Scientist/Data Auditor,120000-139999,data_scientist,"['TS/SCI Clearance', 'Tableau', 'Splunk', 'Docker']",Booz Allen Hamilton,1733.0,3.9000000953674316,30.0,$5B to $10B (USD),10000+,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1686,Data Scientist/Data Auditor,120000-139999,data_scientist,"['TS/SCI Clearance', 'Tableau', 'Splunk', 'Docker']",Booz Allen Hamilton,1733.0,3.9000000953674316,30.0,$5B to $10B (USD),10000+,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1687,"SAP Machine Learning Consultant / Data Scientist - Chicago,...",120000-139999,data_scientist,"['AI', 'Machine Learning', 'Software Development', 'SAP']",SAP,1791.0,4.300000190734863,30.0,More than $10B (USD),10000+,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1688,Lead Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Microsoft Powerpoint', 'R', 'SQL', 'Spark', 'Python', 'AWS']",Social Solutions,13.0,3.5999999046325684,30.0,,,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,Data Scientist,120000-139999,data_scientist,"['Linux', 'Machine Learning', 'TS/SCI Clearance', 'R', 'SQL', 'Tableau', 'Big Data', 'Spark', 'Python']","Apogee Integration, LLC",,,30.0,,,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,"Data Scientist, Senior",120000-139999,data_scientist,"['Machine Learning', 'TS/SCI Clearance', 'Hadoop', 'R', 'Scala', 'Kafka', 'Tableau', 'Splunk', 'Java', 'Big Data', 'Spark', 'Data Warehouse', 'Design Experience', 'Docker', 'Python']",Booz Allen Hamilton,1733.0,3.9000000953674316,26.0,$5B to $10B (USD),10000+,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1691,Cognitive Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Azure', 'Google Cloud Platform', 'JSON', 'Big Data', 'Confluence', 'CI', 'Jira', 'AI', 'VMWare', 'Hadoop', 'Spark', 'Git', 'NoSQL', 'Python', 'AWS']",IBM,23472.0,3.9000000953674316,30.0,,10000+,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1692,Data Scientist,120000-139999,data_scientist,"['Big Data', 'Java', 'Cassandra', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'MATLAB', 'Scala', 'Python']","Productive Data Solutions, Inc.",2.0,3.5,13.0,,,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1693,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Statisical Analysis', 'SAS', 'SQL', 'Tableau', 'Python']",Jobspring Partners,31.0,3.700000047683716,30.0,,,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1694,Data Scientist II,120000-139999,data_scientist,"['Machine Learning', 'Marketing', 'R', 'Scala', 'Tableau', 'Spark', 'Data Science', 'Python']",Vanguard,740.0,3.9000000953674316,30.0,,10000+,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1695,Data Scientist Associate Principal,120000-139999,data_scientist,"['Linux', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'SAS', 'C/C++', 'SQL', 'Java', 'Spark', 'Python']",Accenture,14987.0,4.0,30.0,More than $10B (USD),10000+,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1696,Sr Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'R', 'Statisical Analysis', 'SAS', 'SQL', 'Tableau', 'Big Data', 'Python']",Aetna,3656.0,3.799999952316284,30.0,More than $10B (USD),10000+,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1697,Data Scientist - Cyber Security,120000-139999,data_scientist,"['Pig', 'AI', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'Kafka', 'R', 'C/C++', 'Splunk', 'Big Data', 'Spark', 'Python', 'Elasticsearch', 'AWS']",Verizon,21267.0,3.9000000953674316,19.0,More than $10B (USD),10000+,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1698,Senior Data Scientist,120000-139999,data_scientist,"['Hive', 'Hadoop', 'Power BI', 'R', 'Marketing', 'SQL', 'Excel', 'Tableau', 'Big Data', 'Python', 'Data Science']",Endurance International Group,123.0,3.5,30.0,,,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1699,Data Scientist,120000-139999,data_scientist,"['Spark', 'Hadoop', 'R', 'Python', 'SQL']",Everlane,3.0,5.0,30.0,,,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,"Senior Data Scientist, Finance",120000-139999,data_scientist,"['R', 'Python', 'SQL']",Regis Corporation,1137.0,3.2000000476837163,30.0,$1B to $5B (USD),10000+,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1701,Senior Data Scientist,120000-139999,data_scientist,"['TS/SCI Clearance', 'Scripting', 'R', '.Net', 'Java', 'C#', 'Python', 'PHP']",OGSystems,13.0,4.300000190734863,30.0,,Less than 10000,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1702,SR. DATA SCIENTIST,120000-139999,data_scientist,"['TensorFlow', 'Machine Learning', 'MATLAB', 'R', 'Image Processing', 'Python', 'C/C++']",UTC,1065.0,3.700000047683716,30.0,More than $10B (USD),10000+,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1703,Sr. Manager Data Science (Data Scientist),120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'R', 'Sentiment Analytics', 'SQL', 'Java', 'Spark', 'MATLAB', 'Python']",PetSmart,6850.0,3.700000047683716,30.0,$5B to $10B (USD),10000+,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1704,Data Scientist / Machine Learning / DL / AI - C++ / CUDA / S...,120000-139999,data_scientist,"['TensorFlow', 'Linux', 'AI', 'Machine Learning', 'Software Testing', 'C/C++', '.Net', 'Java', 'C#', 'Design Experience', 'Software Development', 'PCI', 'OOP', 'Python']",Lockheed Martin Corporation,6415.0,4.099999904632568,30.0,More than $10B (USD),10000+,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1705,Data Scientist - Cyber Security,120000-139999,data_scientist,"['Pig', 'AI', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'Kafka', 'R', 'C/C++', 'Splunk', 'Big Data', 'Spark', 'Python', 'Elasticsearch', 'AWS']",Verizon,21267.0,3.9000000953674316,19.0,More than $10B (USD),10000+,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1706,Machine Learning Scientist - Prime Video Relevance,120000-139999,data_scientist,"['AI', 'Machine Learning', 'Scripting', 'R', 'Perl', 'C/C++', 'Java', 'MATLAB', 'Python']",Lab126,,,1.0,,,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1707,"Managing Director, Data Scientist",120000-139999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Java', 'Big Data', '.Net', 'C#', 'FINRA License', 'NoSQL', 'Python', 'Data Science', 'OOP']",SunTrust,3532.0,3.5999999046325684,26.0,$5B to $10B (USD),10000+,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1708,Sr Staff Data Scientist,120000-139999,data_scientist,"['Spark', 'Data Mining', 'Machine Learning', 'Project Management', 'R', 'Signal Processing', 'Python', 'SQL']",GE Careers,4683.0,4.0,30.0,More than $10B (USD),10000+,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1709,Principal Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Data Management', 'Project Management', 'R', 'SQL', 'Natural Language Processing', 'Software Development', 'Google AdWords', 'AI', 'Data Mining', 'Hadoop', 'SDLC', 'Tableau', 'MongoDB', 'Spark', 'Facebook Advertising', 'Python', 'Elasticsearch']","Service Management Group, Inc.",,,30.0,,,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1710,"Data Scientist, Lead",120000-139999,data_scientist,"['Machine Learning', 'R', 'C/C++', 'Splunk', 'Big Data', 'MySQL', 'Design Experience', 'OOP', 'Hadoop', 'Tableau', 'Java', 'Maven', 'Git', 'Docker', 'Python']",Booz Allen Hamilton,1733.0,3.9000000953674316,19.0,$5B to $10B (USD),10000+,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1711,Senior Data Scientist,120000-139999,data_scientist,"['TS/SCI Clearance', 'Machine Learning', 'Software Development']",General Dynamics Mission Systems,264.0,3.700000047683716,30.0,,Less than 10000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1712,Lead Data Scientist,120000-139999,data_scientist,"['Data Management', 'Machine Learning', 'Scripting', 'R', 'Statisical Analysis', 'Oracle', 'SQL', 'Java', 'Natural Language Processing', 'MySQL', 'PostgreSQL', 'Python']",Clockwork Solutions,6.0,3.799999952316284,30.0,,,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,Data Scientist - Milwaukee!!,120000-139999,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'R', 'Azure', 'Sentiment Analytics', 'SQL', 'Big Data', 'Natural Language Processing', 'S3', 'PostgreSQL', 'MATLAB', 'Statistical Software', 'Data Mining', 'Microsoft Powerpoint', 'Hadoop', 'SAP', 'SAS', 'MongoDB', 'Spark']",Capgemini,6072.0,3.799999952316284,30.0,,10000+,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1714,Data Scientist / Analytic Consultant 4,120000-139999,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Sentiment Analytics', 'Natural Language Processing', 'Design Experience', 'Military Experience', 'AI', 'Kafka', 'Spark', 'Python']",Wells Fargo,29963.0,3.799999952316284,30.0,More than $10B (USD),10000+,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1715,Data Scientist - Sr.,120000-139999,data_scientist,"['TS/SCI Clearance', 'R', 'SAS', 'SPSS']",Radiant Solutions,24.0,4.300000190734863,30.0,,Less than 10000,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1716,Data Scientist - Intelligence Applications,120000-139999,data_scientist,"['Data Mining', 'TS/SCI Clearance', 'R', 'Data Analysis', 'MATLAB', 'Python']",Dynetics,15.0,4.300000190734863,30.0,,Less than 10000,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1717,Lead Data Scientist,120000-139999,data_scientist,"['Linux', 'Hive', 'Hadoop', 'Azure', 'Scala', 'Oracle', 'SAS', 'SQL', 'Spark', 'Python', 'AWS']",Nielsen,2066.0,3.799999952316284,6.0,,10000+,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1718,Senior Data Scientist - Product Analytics,120000-139999,data_scientist,"['Python', 'SQL']",Amplitude,,,30.0,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Machine Learning', 'CompTIA Security+', 'Hadoop', 'DoD 8570', 'HBase', 'Apache', 'Java', 'Big Data', 'CISSP', 'Intelligence Experience', 'Spark', 'Design Experience', 'Software Development']",CACI,1435.0,3.9000000953674316,19.0,$1B to $5B (USD),10000+,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1720,Principal Data Scientist,120000-139999,data_scientist,"['AI', 'Hive', 'Machine Learning', 'Scripting', 'R', 'Oracle', 'SQL', 'Java', 'Natural Language Processing', 'MySQL', 'Spark', 'PostgreSQL', 'Python']",Clockwork Solutions,6.0,3.799999952316284,30.0,,,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,CVP - Data Scientist & Insights Leader - Internal Audit Anal...,120000-139999,data_scientist,"['Hadoop', 'R', 'Oracle', 'Quantitative Research', 'SQL', 'Tableau', 'Git', 'Design Experience', 'Python', 'Internal Audits']",New York Life Insurance Company,1788.0,3.700000047683716,27.0,More than $10B (USD),10000+,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1722,Manager - Cognitive Data Scientist Natural Language Processi...,120000-139999,data_scientist,"['AI', 'Machine Learning', 'Natural Language Processing']",KPMG LLP,4776.0,4.0,14.0,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1723,Lead Data Scientist,120000-139999,data_scientist,"['Big Data', 'Natural Language Processing', 'Data Mining', 'Machine Learning', 'Project Management']",Cyient,692.0,3.700000047683716,30.0,Less than $1B (USD),10000+,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1724,"Data Scientist, People Analytics Senior Manager",120000-139999,data_scientist,"['AI', 'Machine Learning', 'R', 'Statisical Analysis', 'Python', 'SQL']",PwC,5986.0,4.0,4.0,More than $10B (USD),10000+,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1725,Senior Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Pig', 'Linux', 'Hive', 'Machine Learning', 'Conversion Optimization', 'R', 'C/C++', 'SQL', 'Big Data', 'Natural Language Processing', 'MySQL', 'SPSS', 'PostgreSQL', 'MATLAB', 'AI', 'Data Mining', 'Hadoop', 'Scala', 'SAS']",Elite SEM,,,29.0,,,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1726,"Principal Data Scientist - Core Maps - Building the new Map,...",120000-139999,data_scientist,"['Pig', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Statisical Analysis', 'SAS', 'SQL', 'Spark', 'Shell Scripting', 'MATLAB', 'Data Science', 'Python']",HERE Technologies,209.0,3.9000000953674316,30.0,,Less than 10000,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1727,"Data Scientist, Analytics - Brand Safety & Integrity Lead",120000-139999,data_scientist,"['TensorFlow', 'Hive', 'Quantitative Analysis', 'Scripting', 'Hadoop', 'R', 'Perl', 'SAS', 'MATLAB', 'Python', 'PHP']",Facebook,387.0,4.199999809265137,19.0,,10000+,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1728,Data Scientists Modeling,120000-139999,data_scientist,"['TensorFlow', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'C/C++', 'SQL', 'Java', '.Net', 'Spark', 'C#', 'MATLAB', 'Python']",Altair Engineering,62.0,4.199999809265137,19.0,,,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1729,Data Scientist,120000-139999,data_scientist,"['Cassandra', 'Spark', 'Python']",Ross-Carlisle Group,,,21.0,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1730,Scientist: Computer Vision & Machine Learning,120000-139999,data_scientist,"['TensorFlow', 'Machine Learning', 'Image Processing', 'C/C++', 'Python']",Honda Research Institute USA,,,13.0,,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,Senior Data Scientist - Manager,120000-139999,data_scientist,['NIST'],Guidehouse,,,27.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1732,Data Scientist / Analytic Consultant 4,120000-139999,data_scientist,"['Machine Learning', 'R', 'SQL', 'Big Data', 'MATLAB', 'Military Experience', 'Hadoop', 'Marketing', 'SAS', 'Java', 'Spark', 'Python', 'Data Science']",Wells Fargo,29963.0,3.799999952316284,30.0,More than $10B (USD),10000+,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1733,Manager - Cognitive Data Scientist Natural Language Processi...,120000-139999,data_scientist,"['AI', 'Machine Learning', 'Natural Language Processing']",KPMG LLP,4776.0,4.0,12.0,,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1734,Data Scientists Modeling,120000-139999,data_scientist,"['Hive', 'Database Administration', 'QlikView', 'Hadoop', 'R', 'SAS', 'Python', 'Tableau']",Altair Engineering,62.0,4.199999809265137,23.0,,,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1735,Equity Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Data Management', 'Hadoop', 'R', 'Azure', 'Google Cloud Platform', 'SQL', 'Tableau', 'MongoDB', 'NoSQL', 'Python', 'AWS']",Eaton Vance,32.0,4.300000190734863,30.0,$1B to $5B (USD),Less than 10000,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1736,Senior Data Scientist: Data Analytics / Machine Learning,120000-139999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'SAS', 'C/C++', 'Big Data', 'SPSS', 'Python']",Conduent,2773.0,2.799999952316284,3.0,,10000+,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1737,Data Scientist,120000-139999,data_scientist,"['Pig', 'Certified Scrum Master', 'Microsoft SQL Server', 'Machine Learning', 'XML', 'R', 'C/C++', 'SQL', 'STATA', 'Confluence', 'PostgreSQL', 'MATLAB', 'Jira', 'JavaScript', 'TS/SCI Clearance', 'Hadoop', 'Java', 'NoSQL', 'Shell Scripting', 'Python']",Jacobs,2621.0,4.0,30.0,More than $10B (USD),10000+,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1738,Research Scientist (Machine Learning),120000-139999,data_scientist,"['Research Laboratory Experience', 'AI', 'Laboratory Experience', 'Machine Learning', 'Image Processing', 'C/C++', 'Natural Language Processing', 'MATLAB', 'Python']",NVIDIA,177.0,4.199999809265137,8.0,,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1739,Data Scientist,120000-139999,data_scientist,"['Pig', 'Data Mining', 'TS/SCI Clearance', 'Hadoop', 'Power BI', 'R', 'SAS', 'SQL', 'Tableau', 'SPSS', 'MATLAB', 'Business Analysis', 'Python', 'Elasticsearch']",Grant Thornton,981.0,3.799999952316284,30.0,,,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1740,"PHC Associate Data Scientist/Data Scientist, Real World Data...",120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'SAS', 'SQL', 'Spark', 'Git', 'Python']",Genentech,726.0,4.099999904632568,30.0,,10000+,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1741,"Data Scientist, Marketing - Retail",120000-139999,data_scientist,"['Hadoop', 'R', 'Python', 'SQL']",Harnham,6.0,4.800000190734863,30.0,,Less than 10000,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1742,Applied Machine Learning Scientist,120000-139999,data_scientist,"['Machine Learning', 'Data Analysis', 'Image Processing', 'Python']",Lab126,,,30.0,,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,AI Scientist - NLP Focus,120000-139999,data_scientist,"['TensorFlow', 'AI', 'Hadoop', 'SQL', 'Natural Language Processing', 'Spark']",Electronic Arts,417.0,3.9000000953674316,30.0,$1B to $5B (USD),Less than 10000,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1744,Data Scientist/Database Architect,120000-139999,data_scientist,"['JavaScript', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Oracle', 'Statisical Analysis', 'C/C++', 'SQL', 'Java', 'MySQL', 'Spark', 'Python', 'Data Science']",ManTech International Corporation,1275.0,4.0,30.0,,Less than 10000,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1745,Data Scientist/Database Architect,120000-139999,data_scientist,"['JavaScript', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Oracle', 'Statisical Analysis', 'C/C++', 'SQL', 'Java', 'MySQL', 'Spark', 'Python', 'Data Science']",ManTech International Corporation,1275.0,4.0,30.0,,Less than 10000,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1746,Data Scientist/Database Architect,120000-139999,data_scientist,"['JavaScript', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Oracle', 'Statisical Analysis', 'C/C++', 'SQL', 'Java', 'MySQL', 'Spark', 'Python', 'Data Science']",ManTech International Corporation,1275.0,4.0,30.0,,Less than 10000,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1747,Research Data Scientist (Geospatial) - Intermediat,120000-139999,data_scientist,"['S3', 'Front-End Development', 'Git', 'Data Analysis', 'Python', 'AWS']",Technology Partners,21.0,3.9000000953674316,12.0,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1748,Data Scientist / Analytic Consultant 4,120000-139999,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Sentiment Analytics', 'Natural Language Processing', 'Design Experience', 'Military Experience', 'AI', 'Kafka', 'Spark', 'Python']",Wells Fargo,29963.0,3.799999952316284,30.0,More than $10B (USD),10000+,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1749,Manager - Cognitive Data Scientist Natural Language Processi...,120000-139999,data_scientist,"['AI', 'Machine Learning', 'Natural Language Processing']",KPMG LLP,4776.0,4.0,14.0,,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1750,"Director, Cognitive Data Scientist Natural Language Processi...",120000-139999,data_scientist,"['Natural Language Processing', 'Linux', 'Machine Learning', 'Scripting']",KPMG LLP,4776.0,4.0,30.0,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
