Index,Job_Title,Queried_Salary,Job_Type,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Company_Revenue,Company_Employees,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
2698,Policy and Data Analyst,<80000,data_analyst,Office of the Nassau County Comptroller,,,30.0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,Data Analyst - Health Informatics,<80000,data_analyst,IPRO,31.0,3.799999952316284,15.0,,,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,Data Analyst - Predictive Modeler,<80000,data_analyst,Zeta Global,15.0,3.0,3.0,,,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2701,Dow Logistics Technology Center Data Analyst,<80000,data_analyst,The Dow Chemical Company,1270.0,4.0,5.0,More than $10B (USD),10000+,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2702,Materials Logistics Spec 3/Senior Data Analyst,<80000,data_analyst,Siemens,6479.0,4.099999904632568,1.0,,10000+,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2703,Data Analyst Intern,<80000,data_analyst,Mid-Atlantic Permanente Medical Group,4.0,3.0,18.0,,Less than 10000,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2704,Data Analyst,<80000,data_analyst,Emory University,580.0,4.099999904632568,30.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2705,"Data Analyst (GIS, LiDar, Ortho/Imagery)",<80000,data_analyst,GeoDigital,3.0,3.0,30.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,Data Analyst,<80000,data_analyst,Sigma Space,12.0,4.0,18.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2707,Data Analyst - Pharmacy,<80000,data_analyst,Keck Medical Center of USC,83.0,4.099999904632568,30.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2708,Senior Data Analyst,<80000,data_analyst,GlassDoor,2.0,3.0,1.0,$5B to $10B (USD),10000+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2709,Senior Data Analyst,<80000,data_analyst,GlassDoor,2.0,3.0,1.0,$5B to $10B (USD),10000+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2710,Data Analyst,<80000,data_analyst,Fruition Partners,7.0,4.099999904632568,12.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2711,DATA ANALYST,<80000,data_analyst,IXIS,,,30.0,,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2712,Data Analyst,<80000,data_analyst,Alliance Health Professionals,3.0,4.0,30.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2713,Research Data Analyst,<80000,data_analyst,"Resource Systems Group, Inc.",,,25.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2714,Problem Manager/Data Analyst,<80000,data_analyst,CompuCom,1613.0,3.4000000953674316,1.0,$1B to $5B (USD),10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2715,Healthcare Data Analyst,<80000,data_analyst,Moda Health,106.0,3.2000000476837163,5.0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2716,Data Analyst,<80000,data_analyst,Germania Insurance,18.0,4.099999904632568,30.0,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2717,Healthcare Data Analyst,<80000,data_analyst,"Lockton, Inc.",174.0,4.099999904632568,6.0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2718,Data Analyst,<80000,data_analyst,stearns bank,5.0,2.799999952316284,6.0,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2719,Data Analyst,<80000,data_analyst,Technicolor,1488.0,3.5,30.0,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,Data Analyst,<80000,data_analyst,Spy Pond Partners,,,19.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2721,Metric & Data Analyst,<80000,data_analyst,Lockheed Martin Corporation,6415.0,4.099999904632568,30.0,More than $10B (USD),10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2722,Business Data Analyst,<80000,data_analyst,Pinkerton,510.0,3.5999999046325684,12.0,Less than $1B (USD),Less than 10000,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2723,Data Analyst,<80000,data_analyst,Ukpeagvik Iñupiat Corporation/Bowhead Family of Companies,9.0,2.9000000953674316,4.0,,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2724,RCM Data Analyst II,<80000,data_analyst,NextGen Healthcare,87.0,3.4000000953674316,7.0,Less than $1B (USD),Less than 10000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2725,Data Analyst,<80000,data_analyst,UNITED NEGRO COLLEGE FUND,35.0,3.799999952316284,21.0,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2726,Data Analyst SmartHealth,<80000,data_analyst,Ascension Healthcare,457.0,3.299999952316284,5.0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2727,Research Data Analyst,<80000,data_analyst,University of California San Francisco,282.0,4.199999809265137,20.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2728,Data Analyst,<80000,data_analyst,Fitch Group,,,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2729,North American National Accounts and Data Analyst,<80000,data_analyst,"Patagonia, Inc",11.0,3.9000000953674316,6.0,,Less than 10000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2730,Workforce Data Analyst,<80000,data_analyst,USfalcon,39.0,4.099999904632568,30.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2731,WIC Senior Data Analyst,<80000,data_analyst,Texas Health and Human Services Commission,867.0,3.5,13.0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2732,Data Analyst,<80000,data_analyst,The Motley Fool,20.0,4.5,30.0,,Less than 10000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2733,Health Data Analyst,<80000,data_analyst,Booz Allen Hamilton,1733.0,3.9000000953674316,8.0,$5B to $10B (USD),10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2734,Data Analyst,<80000,data_analyst,"Federal Management Systems, Inc.",34.0,3.9000000953674316,14.0,,,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2735,Associate Data Analyst-Integra,<80000,data_analyst,Care New England Health System,33.0,3.5999999046325684,30.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2736,Data Analyst,<80000,data_analyst,Capgemini,6072.0,3.799999952316284,7.0,,10000+,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2737,Data Analyst,<80000,data_analyst,Capgemini,6072.0,3.799999952316284,6.0,,10000+,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2738,Technical Data Analyst,<80000,data_analyst,U.S. Anesthesia Partners,45.0,3.2000000476837163,2.0,,Less than 10000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2739,Senior Data Analyst,<80000,data_analyst,The University of Pittsburgh,541.0,4.199999809265137,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2740,Data Analyst II,<80000,data_analyst,Centene,1134.0,3.299999952316284,19.0,$5B to $10B (USD),Less than 10000,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2741,Data Analytics Analyst,<80000,data_analyst,Cardinal Health,2722.0,3.5999999046325684,30.0,More than $10B (USD),10000+,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2742,Data Analyst,<80000,data_analyst,Progressive,2080.0,3.799999952316284,8.0,More than $10B (USD),10000+,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2743,QM Data Analyst,<80000,data_analyst,Alameda Health Consortium/Community Health Center Network,,,15.0,,,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,Data Analyst - Cardiology,<80000,data_analyst,Columbia University,830.0,4.099999904632568,30.0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2745,Data Analyst – Healthcare – St. Louis MO,<80000,data_analyst,Courtney Raymond Consultants,,,19.0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2746,Data Analyst,<80000,data_analyst,"Facing History and Ourselves, Inc",,,30.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2747,Data Analyst,<80000,data_analyst,BBYO -,,,15.0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2748,Data Analyst,<80000,data_analyst,thrivecausemetics.com,,,23.0,,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,Data Analyst,<80000,data_analyst,BI Worldwide,45.0,4.0,30.0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2750,Research Data Analyst,<80000,data_analyst,University of California San Francisco,282.0,4.199999809265137,26.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2751,Quality Data Analyst,<80000,data_analyst,Altair Engineering,,,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2752,Data Analyst,<80000,data_analyst,Advanced ICU Care,20.0,2.5999999046325684,14.0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2753,Data Analyst,<80000,data_analyst,Lockheed Martin Corporation,6415.0,4.099999904632568,30.0,More than $10B (USD),10000+,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2754,Securities Data Analyst,<80000,data_analyst,RBC,2904.0,4.099999904632568,2.0,More than $10B (USD),10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2755,Data Analyst,<80000,data_analyst,Youth Policy Institute,,,29.0,Less than $1B (USD),Less than 10000,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2756,Quality Data Analyst,<80000,data_analyst,Corning,431.0,4.0,10.0,$5B to $10B (USD),10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2757,Data Analyst - Centrality,<80000,data_analyst,U.S. Bank,5986.0,3.700000047683716,30.0,More than $10B (USD),10000+,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2758,Data Analyst,<80000,data_analyst,"AnaVation, LLC",,,15.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2759,Senior Data Analyst,<80000,data_analyst,GlassDoor,2.0,3.0,1.0,$5B to $10B (USD),10000+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2760,"Data Analyst - Python, SQL",<80000,data_analyst,Stanford University,530.0,4.300000190734863,29.0,,Less than 10000,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2761,"Data Analyst, Virtual Health",<80000,data_analyst,Childrens Medical Center,99.0,3.700000047683716,30.0,,,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2762,"Data Analyst, Industry Insights",<80000,data_analyst,"TrueCar, Inc.",21.0,3.4000000953674316,22.0,,,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,Data Analyst - Personalized Customer Experience,<80000,data_analyst,Bose,717.0,4.199999809265137,30.0,,,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2764,Data Analyst,<80000,data_analyst,Ingram Content Group,96.0,3.2000000476837163,21.0,,Less than 10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2765,Data Analyst,<80000,data_analyst,Progressive,2080.0,3.799999952316284,4.0,More than $10B (USD),10000+,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2766,Digital Content Data Analyst,<80000,data_analyst,The Home Depot,41290.0,3.799999952316284,5.0,More than $10B (USD),10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2767,Data Analyst II,<80000,data_analyst,Centene,1134.0,3.299999952316284,21.0,$5B to $10B (USD),Less than 10000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2768,Data Analyst II,<80000,data_analyst,Centene,1134.0,3.299999952316284,22.0,$5B to $10B (USD),Less than 10000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2769,Data Analyst - Content Team,<80000,data_analyst,Twitch,44.0,4.5,30.0,,Less than 10000,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2770,"Data Analyst- Sales Tools- Bothell, WA",<80000,data_analyst,Fruition Partners,7.0,4.099999904632568,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2771,Data Analyst_ HIM,<80000,data_analyst,Renown Health,118.0,3.299999952316284,28.0,,Less than 10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2772,Listings Data Analyst - Los Angeles,<80000,data_analyst,JLL,1887.0,3.799999952316284,7.0,,10000+,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2773,"Consulting Data Analyst - Epidemiology, Bio-statistics, SAS,...",<80000,data_analyst,Kaiser Permanente,8164.0,4.199999809265137,8.0,,10000+,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2774,"Data Analyst- Sales Tools- Bothell, WA",<80000,data_analyst,DXC,1642.0,3.299999952316284,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2775,Data Analyst,<80000,data_analyst,Central Health,,,30.0,,,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,Data Analyst,<80000,data_analyst,Western National Insurance Group,3.0,2.0,30.0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2777,Minneapolis Promise Zone-Research & Data Analyst,<80000,data_analyst,AmeriCorps,2094.0,4.400000095367432,30.0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2778,Data Analyst,<80000,data_analyst,Gaylord Specialty Healthcare,17.0,4.0,30.0,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2779,Data Analyst,<80000,data_analyst,Housing Works,133.0,3.9000000953674316,30.0,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2780,Data Analyst,<80000,data_analyst,Comprehensive Healthcare,18.0,4.199999809265137,19.0,,Less than 10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2781,Data Analyst (Clinical Analytics),<80000,data_analyst,Stormont-Vail Healthcare,62.0,4.099999904632568,8.0,Less than $1B (USD),Less than 10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2782,Data Analyst (Energy),<80000,data_analyst,Penn State University,732.0,4.400000095367432,30.0,,Less than 10000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2783,Data Analyst,<80000,data_analyst,Bassett Healthcare,56.0,3.4000000953674316,30.0,,,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2784,"Data Analyst, Consultant",<80000,data_analyst,Fiserv,1666.0,3.5,7.0,,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2785,Research/Data Analyst,<80000,data_analyst,Holleran Consulting,5.0,3.4000000953674316,2.0,,,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2786,Vendor Master Data Analyst,<80000,data_analyst,Nestle USA,1113.0,3.700000047683716,1.0,,10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2787,Data Analyst,<80000,data_analyst,Payfone,,,29.0,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2788,DOCM DATA ANALYST D,<80000,data_analyst,University of Pennsylvania,722.0,4.199999809265137,4.0,,10000+,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2789,Revenue Cycle Data Analyst (Baltimore),<80000,data_analyst,Concerted Care Group,3.0,1.7000000476837158,8.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2790,Data Analyst,<80000,data_analyst,KingsIsle Entertainment,10.0,3.0999999046325684,30.0,,,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2791,Data Analyst,<80000,data_analyst,Community Reach Center,30.0,3.700000047683716,30.0,,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2792,"Business Data Analyst - Houston, TX - 20181019",<80000,data_analyst,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,Data Analyst,<80000,data_analyst,The Boston Globe,34.0,3.5999999046325684,30.0,,,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2794,Data Analyst - Magento Business Intelligence,<80000,data_analyst,Adobe,484.0,4.300000190734863,16.0,$5B to $10B (USD),10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2795,Master Data Analyst,<80000,data_analyst,Volvo Group,2015.0,4.099999904632568,11.0,More than $10B (USD),10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2796,Master Data Analyst,<80000,data_analyst,Volvo Group,2015.0,4.099999904632568,11.0,More than $10B (USD),10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2797,Cards & Payments Data Analyst,<80000,data_analyst,First Tech Federal Credit Union,72.0,3.2000000476837163,5.0,,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2798,Healthcare Data Analyst I,<80000,data_analyst,UNITE HERE HEALTH,9.0,3.9000000953674316,30.0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2799,Data Analyst,<80000,data_analyst,Harley-Davidson,1169.0,3.799999952316284,30.0,Less than $1B (USD),Less than 10000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2800,Data Analyst,<80000,data_analyst,2DA Analytics,,,30.0,,,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,Aircraft Data Analyst,<80000,data_analyst,ForeFlight,2.0,3.5,8.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,IMPACT DATA ANALYST,<80000,data_analyst,Care.org,,,21.0,,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2803,ASSISTANT MASTER DATA ANALYST,<80000,data_analyst,Tory Burch,237.0,3.700000047683716,30.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2804,Dental Products Data Analyst,<80000,data_analyst,GEHA,56.0,3.9000000953674316,15.0,,Less than 10000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2805,Data Analyst,<80000,data_analyst,Buxton,16.0,2.9000000953674316,30.0,,Less than 10000,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2806,"Analyst, Data Analytics",<80000,data_analyst,"CMI Media and Compas, Inc.",7.0,3.5999999046325684,30.0,,Less than 10000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2807,Data Analyst,<80000,data_analyst,Emory University,580.0,4.099999904632568,30.0,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2808,Media Data Analyst,<80000,data_analyst,Hylink Group,,,30.0,,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,Marketing Data Analyst,<80000,data_analyst,alliantgroup,43.0,2.5,11.0,,Less than 10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2810,"Data Analyst, Energy Evaluation",<80000,data_analyst,National Grid,575.0,3.9000000953674316,5.0,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2811,Data Analyst,<80000,data_analyst,Epsilon,259.0,3.4000000953674316,30.0,,,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2812,Healthcare Data Analyst I,<80000,data_analyst,Culinary Health Center,9.0,3.9000000953674316,30.0,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2813,"Tableau Data Analyst, Data Analytics",<80000,data_analyst,Lincoln Financial Group,735.0,3.799999952316284,29.0,Less than $1B (USD),Less than 10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2814,Data Analyst-Revenue,<80000,data_analyst,The Vancouver Clinic,79.0,2.9000000953674316,30.0,,Less than 10000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2815,Medication Utilization Data Analyst,<80000,data_analyst,University of Virginia Health System,84.0,3.5999999046325684,4.0,,Less than 10000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2816,Data Analyst,<80000,data_analyst,Cancer Treatment Centers of America,309.0,3.799999952316284,26.0,,Less than 10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2817,CMMS Data Analyst,<80000,data_analyst,Inframark,17.0,2.700000047683716,13.0,Less than $1B (USD),Less than 10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2818,DATA ANALYST,<80000,data_analyst,Jamul Casino,,,30.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,Data Analyst,<80000,data_analyst,ipsy,4.0,4.0,30.0,,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2820,Data Analyst,<80000,data_analyst,"Medifast, Inc",85.0,3.5,30.0,Less than $1B (USD),Less than 10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2821,Senior Data Analyst-Marketing,<80000,data_analyst,Kaiser Permanente,8164.0,4.199999809265137,30.0,,10000+,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2822,Data Analyst/Merchandising & Training,<80000,data_analyst,American Merchandising Specialists,18.0,3.299999952316284,5.0,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2823,Data Analyst,<80000,data_analyst,Success Academy Charter Schools,91.0,2.5999999046325684,30.0,,Less than 10000,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2824,SENIOR DATA ANALYST,<80000,data_analyst,Compass Group USA,3476.0,3.4000000953674316,1.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,"Data Analyst, Key Accounts",<80000,data_analyst,Snap Inc.,5.0,3.799999952316284,30.0,,,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
