Index,Job_Title,Queried_Salary,Job_Type,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Company_Revenue,Company_Employees,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
1108,Data Scientist,120000-139999,data_scientist,Walmart eCommerce,252.0,3.700000047683716,30.0,,Less than 10000,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1109,Data Scientist 2,120000-139999,data_scientist,Humana,4686.0,3.700000047683716,25.0,More than $10B (USD),10000+,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1110,NLP Data Scientist,120000-139999,data_scientist,"PARC, a Xerox company",,,30.0,,,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Data Scientist,120000-139999,data_scientist,Booz Allen Hamilton,1733.0,3.9000000953674316,26.0,$5B to $10B (USD),10000+,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1112,Data Scientist,120000-139999,data_scientist,Cisco Systems,4251.0,4.099999904632568,13.0,More than $10B (USD),10000+,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1113,Data Scientist / Quantitative Researcher – High Frequency Fu...,120000-139999,data_scientist,Wolverine Trading,10.0,4.099999904632568,5.0,,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1114,Data Scientist I,120000-139999,data_scientist,Dana-Farber Cancer Institute,261.0,4.099999904632568,30.0,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1115,Genomics Data Scientist,120000-139999,data_scientist,Booz Allen Hamilton,1733.0,3.9000000953674316,30.0,$5B to $10B (USD),10000+,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1116,Data Scientist,120000-139999,data_scientist,myCOI,6.0,3.799999952316284,30.0,,Less than 10000,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1117,Data Scientist,120000-139999,data_scientist,Booz Allen Hamilton,1733.0,3.9000000953674316,26.0,$5B to $10B (USD),10000+,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1118,Data Scientist,120000-139999,data_scientist,XL Catlin,81.0,4.0,30.0,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1119,Data Scientist,120000-139999,data_scientist,Country Financial,286.0,3.700000047683716,30.0,$1B to $5B (USD),Less than 10000,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1120,Data Scientist - Ingenuity,120000-139999,data_scientist,McKinsey & Company,411.0,4.300000190734863,12.0,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1121,DATA SCIENTIST,120000-139999,data_scientist,Centro,20.0,3.799999952316284,11.0,,Less than 10000,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1122,Data Scientist - 1-800 Radiator,120000-139999,data_scientist,Driven Brands,34.0,2.9000000953674316,27.0,,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1123,Data Scientist: Applied Machine Learning and Advertising Mod...,120000-139999,data_scientist,AT&T,31970.0,3.799999952316284,1.0,More than $10B (USD),10000+,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1124,Data Scientist,120000-139999,data_scientist,Impetus Technologies,54.0,4.099999904632568,30.0,,,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,Data Scientist,120000-139999,data_scientist,HouseCall Pro,8.0,4.400000095367432,30.0,Less than $1B (USD),Less than 10000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1126,Data Scientist,120000-139999,data_scientist,Huobi,,,30.0,,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,"Data Scientist, Path Forward Returnship",120000-139999,data_scientist,Walmart eCommerce,252.0,3.700000047683716,30.0,,Less than 10000,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1128,Data Scientist,120000-139999,data_scientist,QxBranch,,,16.0,,,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1129,Data Scientist,120000-139999,data_scientist,P3 North America,9.0,3.799999952316284,30.0,,Less than 10000,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1130,Data Scientist,120000-139999,data_scientist,GlassDoor,,,30.0,$5B to $10B (USD),10000+,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1131,Data Scientist,120000-139999,data_scientist,Walmart,157456.0,3.5999999046325684,30.0,More than $10B (USD),10000+,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1132,Data Scientist,120000-139999,data_scientist,BMW North America,2057.0,4.0,30.0,,10000+,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1133,Data Scientist,120000-139999,data_scientist,NBA Properties,253.0,4.199999809265137,29.0,,,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1134,Data Scientist,120000-139999,data_scientist,Adobe,484.0,4.300000190734863,17.0,$5B to $10B (USD),10000+,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1135,Data Scientist,120000-139999,data_scientist,Parkview Health,6.0,4.800000190734863,18.0,,,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1136,Data Scientist,120000-139999,data_scientist,Bose,717.0,4.199999809265137,30.0,,,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1137,Sr. Data Scientist,120000-139999,data_scientist,Taboola,4.0,3.299999952316284,1.0,,,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1138,Data Scientist,120000-139999,data_scientist,Edelman,104.0,3.799999952316284,30.0,,,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1139,Data Scientist - Rider Growth,120000-139999,data_scientist,Uber,641.0,3.799999952316284,30.0,,10000+,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1140,Data Scientist,120000-139999,data_scientist,Interactive Brokers,27.0,3.299999952316284,30.0,$1B to $5B (USD),Less than 10000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1141,"Data Scientist – Secureworks - Atlanta, GA",120000-139999,data_scientist,Dell,8696.0,4.0,4.0,More than $10B (USD),10000+,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1142,Data Scientist I,120000-139999,data_scientist,American Family Insurance,982.0,3.799999952316284,30.0,$5B to $10B (USD),Less than 10000,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1143,Data Scientist,120000-139999,data_scientist,IBM,23472.0,3.9000000953674316,30.0,,10000+,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1144,IoT Data Scientist,120000-139999,data_scientist,Watts Water Technologies,104.0,3.2000000476837163,12.0,$1B to $5B (USD),Less than 10000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1145,Data Scientist,120000-139999,data_scientist,The Aerospace Corporation,91.0,4.0,13.0,,,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1146,Data Scientist 3,120000-139999,data_scientist,Northrop Grumman,4327.0,4.0,30.0,More than $10B (USD),10000+,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1147,Industrial Data Scientist and Developer,120000-139999,data_scientist,ThinkIQ,,,19.0,,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,Data Scientist,120000-139999,data_scientist,Upstart,6.0,3.700000047683716,30.0,,,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1149,Data Scientist,120000-139999,data_scientist,Booz Allen Hamilton,1733.0,3.9000000953674316,26.0,$5B to $10B (USD),10000+,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1150,Data Scientist (Agent Pricing),120000-139999,data_scientist,Zillow Group,80.0,4.0,7.0,Less than $1B (USD),Less than 10000,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1151,Data Scientist,120000-139999,data_scientist,Palo Alto Networks,56.0,4.099999904632568,30.0,,Less than 10000,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1152,Data Scientist - Verticals,120000-139999,data_scientist,Uber,641.0,3.799999952316284,30.0,,10000+,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1153,Data Scientist - Decision Sciences Identifiers team,120000-139999,data_scientist,Conversant Media,21.0,3.9000000953674316,1.0,,,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1154,Data Scientist - Metabolomics,120000-139999,data_scientist,Calico,,,30.0,,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,Principal Data Scientist - Remote Working Available,120000-139999,data_scientist,Medtronic,2788.0,4.0,1.0,More than $10B (USD),10000+,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1156,Data Scientist,120000-139999,data_scientist,Nielsen,2066.0,3.799999952316284,15.0,,10000+,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1157,DATA SCIENTIST,120000-139999,data_scientist,CIITS,,,30.0,,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1158,Data Scientist,120000-139999,data_scientist,Arthur Lawrence,25.0,4.0,30.0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1159,"Data Scientist, NSW",120000-139999,data_scientist,Nokia,3532.0,4.099999904632568,19.0,,,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1160,Data Scientist,120000-139999,data_scientist,"MacAulay-Brown, Inc. (MacB)",96.0,4.099999904632568,2.0,,Less than 10000,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1161,Data Scientist II,120000-139999,data_scientist,Ticketmaster,444.0,4.0,6.0,,,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162,Data Scientist,120000-139999,data_scientist,Dropbox,23.0,3.5999999046325684,30.0,,Less than 10000,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1163,Data Scientist - Security,120000-139999,data_scientist,PepsiCo,10791.0,3.9000000953674316,28.0,More than $10B (USD),10000+,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1164,2019 PhD Data Scientist Internship - UberEverything - New Yo...,120000-139999,data_scientist,Uber,641.0,3.799999952316284,30.0,,10000+,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1165,Data Scientist/Developer,120000-139999,data_scientist,IBM,23472.0,3.9000000953674316,30.0,,10000+,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1166,Data Scientist,120000-139999,data_scientist,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,Data Scientist,120000-139999,data_scientist,"Mitchell International, Inc.",114.0,3.700000047683716,30.0,,,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,Data Scientist- AI/ML,120000-139999,data_scientist,Etsy,32.0,4.400000095367432,15.0,,,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,Data Scientist,120000-139999,data_scientist,Monsanto,1601.0,4.199999809265137,30.0,More than $10B (USD),10000+,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1170,"Data Scientist, SMB",120000-139999,data_scientist,Facebook,387.0,4.199999809265137,19.0,,10000+,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1171,Data Scientist,120000-139999,data_scientist,"Gartner, Inc.",307.0,3.799999952316284,30.0,$1B to $5B (USD),Less than 10000,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1172,Data Scientist,120000-139999,data_scientist,Pray,2.0,3.0,30.0,,,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,Data Scientist III,120000-139999,data_scientist,Forcepoint,98.0,3.0999999046325684,1.0,,,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1174,Data Scientist - Bomoda,120000-139999,data_scientist,Weber Shandwick,108.0,4.0,22.0,,,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,Associate Data Scientist,120000-139999,data_scientist,Disney,4330.0,4.199999809265137,21.0,More than $10B (USD),10000+,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1176,Data Scientist,120000-139999,data_scientist,Phreesia,16.0,2.700000047683716,30.0,,,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,Data Scientist,120000-139999,data_scientist,ABSc,27.0,3.4000000953674316,30.0,,Less than 10000,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1178,Data Scientist,120000-139999,data_scientist,Integral Ad Science,9.0,4.099999904632568,30.0,,,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,"Data Scientist, Analytics",120000-139999,data_scientist,Slack,7.0,3.4000000953674316,30.0,,Less than 10000,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1180,Data Scientist,120000-139999,data_scientist,Veritone,2.0,3.0,30.0,,,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,Data Scientist,120000-139999,data_scientist,Ticketmaster,444.0,4.0,30.0,,,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1182,Data Scientist (Analytics),120000-139999,data_scientist,Opendoor,15.0,3.0,30.0,,Less than 10000,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1183,Data Scientist,120000-139999,data_scientist,Oath Inc,33.0,3.9000000953674316,24.0,,,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1184,"Data Scientist, Informatics",120000-139999,data_scientist,Abbott Laboratories,3285.0,4.099999904632568,30.0,More than $10B (USD),10000+,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1185,Data Scientist - NLP,120000-139999,data_scientist,Aera Technology,,,30.0,,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,Data Scientist,120000-139999,data_scientist,Owens Corning,669.0,3.799999952316284,30.0,$5B to $10B (USD),10000+,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1187,Emerging and Disruptive Technologies Data Scientist,120000-139999,data_scientist,"Integral Consulting Services, Inc.",18.0,3.5,7.0,,Less than 10000,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188,Associate Data Scientist,120000-139999,data_scientist,Protective Life Corporation,163.0,3.799999952316284,30.0,,,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1189,Data Scientist I,120000-139999,data_scientist,American Family Insurance,982.0,3.799999952316284,30.0,$5B to $10B (USD),Less than 10000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1190,Data Scientist 2,120000-139999,data_scientist,Microsoft,5178.0,4.199999809265137,30.0,More than $10B (USD),10000+,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1191,"Data Scientist, Path Forward Returnship",120000-139999,data_scientist,Walmart,157456.0,3.5999999046325684,30.0,More than $10B (USD),10000+,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1192,Data Scientist,120000-139999,data_scientist,Arconic,192.0,2.799999952316284,2.0,,10000+,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1193,Security Data Scientist,120000-139999,data_scientist,Dropbox,23.0,3.5999999046325684,30.0,,Less than 10000,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1194,Data Scientist - Statistical Modeling and Inference,120000-139999,data_scientist,GoDaddy,369.0,3.5999999046325684,12.0,$1B to $5B (USD),Less than 10000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1195,Data Scientist,120000-139999,data_scientist,Coupa Software,6.0,4.5,23.0,,,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,Data Scientist,120000-139999,data_scientist,FedEx,18164.0,3.9000000953674316,1.0,More than $10B (USD),10000+,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1197,Data Scientist - Minneapolis,120000-139999,data_scientist,Bind Benefits,,,24.0,,,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1198,Data Scientist,120000-139999,data_scientist,Voya Financial,203.0,3.4000000953674316,30.0,,,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1199,Data Scientist,120000-139999,data_scientist,Alere,427.0,3.5,26.0,,,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,Biomedical Data Scientist,120000-139999,data_scientist,Booz Allen Hamilton,1733.0,3.9000000953674316,30.0,$5B to $10B (USD),10000+,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1201,Data Scientist,120000-139999,data_scientist,Facebook,387.0,4.199999809265137,19.0,,10000+,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1202,Data Scientist: Applied Machine Learning and Advertising Mod...,120000-139999,data_scientist,Xandr,,,1.0,,,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,Data Scientist,120000-139999,data_scientist,DigitasLBi,155.0,3.799999952316284,30.0,,,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,Data Scientist Advisor,120000-139999,data_scientist,FedEx,18164.0,3.9000000953674316,5.0,More than $10B (USD),10000+,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1205,Data Scientist,120000-139999,data_scientist,Stanley Black & Decker,1167.0,3.700000047683716,30.0,$5B to $10B (USD),10000+,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1206,Data Scientist / Software Developer,120000-139999,data_scientist,Tessella,2.0,2.5,14.0,,,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1207,"Data Scientist, Customer Interests & Personalization",120000-139999,data_scientist,Lab126,,,30.0,,,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,Data Scientist,120000-139999,data_scientist,Fair,22.0,3.799999952316284,30.0,,,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,Manufacturing Data Scientist,120000-139999,data_scientist,Owens Corning,669.0,3.799999952316284,30.0,$5B to $10B (USD),10000+,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1210,Economist/Data Scientist,120000-139999,data_scientist,Houzz,48.0,3.4000000953674316,20.0,,Less than 10000,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1211,Data Scientist,120000-139999,data_scientist,Booz Allen Hamilton,1733.0,3.9000000953674316,30.0,$5B to $10B (USD),10000+,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1212,Data Scientist Intern,120000-139999,data_scientist,Asurion,1905.0,3.700000047683716,30.0,,10000+,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1213,Associate / Data Scientist,120000-139999,data_scientist,ACI Worldwide,165.0,3.5,30.0,Less than $1B (USD),Less than 10000,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1214,"Data Scientist, Operations",120000-139999,data_scientist,Square,64.0,3.9000000953674316,27.0,,Less than 10000,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1215,Cybersecurity Data Scientist,120000-139999,data_scientist,E*TRADE FINANCIAL,331.0,3.5999999046325684,1.0,,,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1216,Data Scientist,120000-139999,data_scientist,comScore,62.0,3.5,30.0,,,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1217,Data Scientist,120000-139999,data_scientist,Predictive Science,,,30.0,,,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1218,Lead Data Scientist,120000-139999,data_scientist,NEURA,,,30.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,Finance Data Scientist,120000-139999,data_scientist,IBM,23472.0,3.9000000953674316,12.0,,10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1220,Finance Data Scientist,120000-139999,data_scientist,IBM,23472.0,3.9000000953674316,12.0,,10000+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1221,Data Scientist,120000-139999,data_scientist,FedEx,18164.0,3.9000000953674316,1.0,More than $10B (USD),10000+,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1222,Data Scientist,120000-139999,data_scientist,Unisys,1924.0,3.700000047683716,3.0,,10000+,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1223,Data Scientist,120000-139999,data_scientist,Kogentix,2.0,4.0,30.0,,Less than 10000,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1224,Data Scientist PhD,120000-139999,data_scientist,Wayfair,397.0,3.4000000953674316,18.0,$1B to $5B (USD),Less than 10000,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1225,Data Scientist,120000-139999,data_scientist,"MOBE, LLC",,,30.0,,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1226,"Data Scientist, Insights and Growth (Oculus)",120000-139999,data_scientist,Facebook,387.0,4.199999809265137,19.0,,10000+,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1227,Data Scientist - Decision Sciences Identifiers team,120000-139999,data_scientist,AllianceData,988.0,3.799999952316284,1.0,$1B to $5B (USD),Less than 10000,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1228,Data Scientist - Decision Sciences Identifiers team,120000-139999,data_scientist,Epsilon,259.0,3.4000000953674316,1.0,,,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1229,Data Scientist,120000-139999,data_scientist,Grid Dynamics,2.0,3.5,30.0,,,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Data Scientist,120000-139999,data_scientist,"TrueCar, Inc.",21.0,3.4000000953674316,30.0,,,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,Data Scientist,120000-139999,data_scientist,"The TJX Companies, Inc.",4968.0,3.799999952316284,30.0,More than $10B (USD),10000+,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1232,Data Scientist Intern,120000-139999,data_scientist,Maxim Integrated,324.0,3.5999999046325684,30.0,$1B to $5B (USD),Less than 10000,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1233,"Data Scientist, Product Intelligence",120000-139999,data_scientist,SoFi,45.0,3.0999999046325684,8.0,,Less than 10000,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Associate Data Scientist,120000-139999,data_scientist,Church Pension Group,24.0,3.799999952316284,14.0,,Less than 10000,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
